Razão Social;Nome de Pregão;Código
SETELOC S.A.;SETELOCSA;STLC
SG EQUIPMENT FINANCE S/A ARRENDAMENTO MERCANTIL;SGFINANCEAM;GNRL
SHOPPING DO CIDADAO SERVICOS E INFORMATICA S.A.;SHOPCIDADAO;EBIG
SIDERURGICA J. L. ALIPERTI S.A.;ALIPERTI;APTI
SIDERÚRGICA NORTE BRASIL S.A.;SIMARA;SIMR
SIFCO S.A.;SIFCO;SIFC
SILVANIA TRANSMISSORA DE ENERGIA S.A.;SILVANIAENER;SITR
SIMÕES TRANSMISSORA DE ENERGIA ELÉTRICA S.A.;SIMÕES TRANS;SIMO
SIMPAR S.A.;SIMPAR;SIMH
SIMPLEWAY LOCACOES E SERVICOS S.A.;SIMPLEWAYLOC;SWLS
SINOSSERRA FINANCEIRA SA SOCIEDADE DE CREDITO FINA;SINOSSERRACF;SINO
SINQIA S.A.;SINQIA;SQIA
SIPCAM NICHINO BRASIL S/A;SIPCAMNICHIN;SPCM
SISTEMA ELITE DE ENSINO S.A.;ELITE ENSINO;ELIT
SISTEMA PRODUTOR SAO LOURENCO S/A;LOURENCO;SLOU
SKM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;SKM EMP PART;SKME
SKYSITES AMERICAS S/A;SKYSITES S/A;SKYS
SLC AGRICOLA S.A.;SLC AGRICOLA;SLCE
SMART RIO ACADEMIA DE GINASTICA S.A.;SMARTRIO;SMRR
SMART RJ CONCESSIONÁRIA DE ILUMINAÇÃO PÚBLICA SPE;SMART RJ CON;SMRJ
SMART.NET HOLDINGS S.A.;SMARTNET;SMAH
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;SMART FIT;SMFT
SOARES PENIDO CONCESSOES S/A;SPENIDOCONC;SOAR
SOARES PENIDO PARTICIPACOES E EMPREENDIMENTOS S/A;SOARES;SPND
SOBRAL I SOLAR ENERGIA SPE S.A.;SOBRALSOLAR;SISE
SOCIEDADE ADMINISTRADORA DE ESTACIONAMENTOS E SERV;SOCADMESTSER;SASS
SOCIEDADE COMERCIAL E IMPORTADORA HERMES S/A;HERMES;HERS
SOCIEDADE FIDUCIARIA BRASILEIRA SERVICOS NEGOCIOS;BRASILEIRAPA;SFBR
SOCIEDADE RADIO E TELEVISAO ALTEROSA SA;RADIOALTEROS;SRTV
SOCINAL S/A CREDITO FINANCIAMENTO E INVESTIMENTO;SOCINALCFI;SOCI
SOLAR21 TECNOLOGIA E ENERGIA SOLAR LTDA;SOLAR21TECNO;SOLT
SOLARIS EQUIPAMENTOS E SERVICOS S.A.;SOLARIS;SLRI
SOLARIS TRANSMISSÃO DE ENERGIA S.A.;SOLARISTRANS;SOTE
SOLFACIL SECURITIZADORA CREDITO FINANCEIRO S.A.;SOLFACIL SEC;SSCF
SOLFACIL SECURITIZADORA DE CRED.DO AGRONEGOCIO S/A;SOLFACIL SEC;SFCL
SOLFARMA COMERCIO DE PRODUTOS FARMACEUTICOS S/A;SOLFARMA;SLFM
SOLFARMA SECURITIZADORA DE CREDITOS MERCANTIS S.A.;SOLFARMA SEC;SOFS
SOLVI ESSENCIS AMBIENTAL S.A.;SOLVI ESSENC;SVEA
SOLVI PARTICIPACOES S.A.;SOLVIPART;SLVI
SOMOS SISTEMAS DE ENSINO S/A;SOMOSENSINO;GAGL
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S/A;SONDA;SNDA
SONDOTECNICA ENGENHARIA SOLOS S.A.;SONDOTECNICA;SOND
SONORA ESTANCIA S/A;SON.ESTANCIA;SNRA
SOROCRED CREDITO FINANCIAMENTO E INVESTIMENTO S/A;SOROCREDCFI;SORO
SOROCRED INSTITUIÇÃO DE PAGAMENTOS S.A.;SOROCRED SA;SOIN
SOTRAN S.A. LOGISTICA E TRANSPORTE;SOTRANSALOGI;SOTR
SPE 3R PETROLEUM S.A.;SPE 3R PETRO;SP3R
SPE BOA VISTA 2 ENERGIA S.A;BOAVISTA2;VSEN
SPE BRASIL SOLAIR LOCACAO E ARRENDAMENTO DE PAINEI;SOLAIR;SPEB
SPE HOLDING BEIRA-RIO S.A;SPE;HDBR
SPE SANEAMENTO RIO 1 S.A.;SPE SANEAMEN;RISP
SPE SANEAMENTO RIO 4 S.A.;SPESANEAMENT;RIS4
SPE SAO FRANCISCO EMPREENDIMENTOS IMOBILIARIOS S.A;FRANCISCO;FRNS
SPE TRANSMISSORA DE ENERGIA LINHA VERDE II S.A.;SPE LVERDEII;SPLV
SPE TURBINA 16 ENERGIA S.A.;SPETURBINA16;SPEE
SPI - SOCIEDADE PARA PARTICIPACOES EM INFRAESTRUTU;SPISA;SPIF
SPRINGS GLOBAL PARTICIPACOES S.A.;SPRINGS;SGPS
SR N PARTICIPACOES S.A.;SRNPARTICIPA;SRNP
SRC COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIR;SRCSEC;SRCS
STAR ONE S.A.;STARONE;STRO
STARA FINANCEIRA S.A. CFI;STARACFI;FSTA
STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS;STARA;STTR
STATE GRID BRAZIL HOLDING S.A.;STATEGRID;STGD
STATKRAFT ENERGIAS RENOVAVEIS S.A.;STATKRAFT;STKF
STN - SISTEMA DE TRANSMISSAO NORDESTE S.A.;TRANSNORDEST;STSN
STONE PAGAMENTOS S.A.;STONE PAGA;STNG
STONECO LTD.;STONE CO;STOC
SUBESTACAO AGUA AZUL SPE S/A;AGUA AZULSPE;SAAS
SUDESTE S.A.;SUDESTE S/A;OPSE
SUGOI S/A;SUGOI S/A;SGOI
SUL 116 PARTICIPACOES S.A.;SUL 116 PART;OPTS
SUL AMERICA S.A.;SUL AMERICA;SULA
SUMICITY TELECOMUNICAÇÕES S.A.;SUMICITY TEL;SUMI
SUPERFRIO ARMAZENS GERAIS S.A.;SUPERFRIO;SFAG
SUPERMERCADO BAHAMAS S/A;BAHAMAS S/A;SBHM
SUPERSIM SECURITIZADORA DE CRÉDITOS FINACEIROS S.A;SUPERSIM SEC;SSSC
SUPERVIA-CONCESSIONARIA DE TRANSPORTE FERROVIARIO;SUPERVIA;SPVI
SUPRIMED PARTICIPAÇÕES S.A.;SUPRIMEDPART;SUPP
SUSTENTA COMERCIALIZADORA DE ENERGIA S.A.;SUSTENTASA;SUTE
SUZANO HOLDING S.A.;SUZANO HOLD;NEMO
SUZANO S.A.;SUZANO S.A.;SUZB
SYN PROP E TECH S.A.;SYN PROP TEC;SYNE
T4F ENTRETENIMENTO S.A.;TIME FOR FUN;SHOW
TAM LINHAS AEREAS S.A.;TAM L.AEREAS;TAML
TANGARA ENERGIA S.A.;TANGARA;TREG
TANQUE PARTICIPAÇÕES S.A.;TANQUE PARTI;TPAR
TAURUS ARMAS S.A.;TAURUS ARMAS;TASA
TAVEX INDUSTRIA TEXTIL S.A.;TAVEXIND;TVEX
TBM - TEXTIL BEZERRA DE MENEZES S.A.;TBM;TXBZ
TC TRADERS CLUB S.A.;TC;TRAD
TCC - TRANSMISSORA CAMINHO DO CAFE S.A.;TCC - TRANSM;TRCC
TCI BPO TECNOLOGIA CONHECIMENTO E INFORMACAO S/A;TCIBPO;TCIB
TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;TCP TERMINAL;TCPA
TECHNOS S.A.;TECHNOS;TECN
TECNISA S.A.;TECNISA;TCSA
TECNOSOLO ENGENHARIA S.A.;TECNOSOLO;TCNO
TEGMA GESTAO LOGISTICA S.A.;TEGMA;TGMA
TEGRA INCORPORADORA S.A.;TEGRA INCORP;TEGA
TEKA-TECELAGEM KUEHNRICH S.A.;TEKA;TEKA
TEKNO S.A. - INDUSTRIA E COMERCIO;TEKNO;TKNO
TELEC BRASILEIRAS S.A. TELEBRAS;TELEBRAS;TELB
TELEFÔNICA BRASIL S.A;TELEF BRASIL;VIVT
TELEMAR NORTE LESTE S/A ¿ EM RECUPERACAO JUDICIAL;TELEMARNORTE;TMAR
TEMBICI PARTICIPAÇÕES S.A.;TEMBICI PART;TBPA
TENCO SHOPPING CENTERS S.A..;TENCOSHOP;TENC
TENDA ATACADO LTDA.;TENDA ATACAD;TNDA
TEP TERMOELETRICA POTIGUAR S.A.;TEPTERMOELET;TTPT
TEQUIMAR VILA DO CONDE LOGÍSTICA PORTUÁRIA S.A.;TEQUIMAR VC;TQMR
TEREOS ACUCAR E ENERGIA BRASIL S.A.;TEREOS ACUCA;ACGU
TERMELÉTRICA PERNAMBUCO III S.A.;TERM. PE III;TEPE
TERMELETRICA VIANA S.A;VIANA;TVIA
TERMINAIS FLUVIAIS DO BRASIL S/A.;TFB;TFBR
TERMINAL GARAGEM MENEZES CORTES S.A.;MENEZES CORT;MNZC
TERMINAL QUIMICO DE ARATU S/A. - TEQUIMAR;TEQUIMAR;TQUI
TERMOPERNAMBUCO S.A.;TERMOPE;TMPE
TERRA DE CULTIVO INDS. DE FERT. E RACOES LTDA;TERRAINDSLTD;TCUL
Terra Santa Propriedades Agricolas S.A.;TERRASANTAPA;LAND
TERRAMAR INVESTIMENTOS S.A.;TERRAMARINVE;TEMA
TESC - TERMINAL SANTA CATARINA S.A.;TESC TERM SC;CJEN
TEXTIL FARBE SA;TEXTILFARBE;FARB
TEXTIL RENAUXVIEW S.A.;TEX RENAUX;TXRX
THALASSIUS A033.21 PARTICIPAÇÕES S.A;THALASSIUSA0;THAP
TIBAGI ENERGIA SPE S.A.;TIBAGI ENERG;TBEG
TIM S.A.;TIM;TIMS
TIVIT TERC. DE PROC.. SERV. E TEC. S.A.;TIVIT;TVIT
TOP SERVICE SERVICOS E SISTEMAS S/A;TOP SERVICE;TOPS
TOPICO LOCACOES DE GALPOES E EQUIPAMENTOS PARA IND;TOPICO;TLGE
TOSCANA DESENVOLVIMENTO URBANO S/A;TOSCANA;TOSN
TOTAL BIOTECNOLOGIA INDÚSTRIA E COMÉRCIO S.A.;TOTALBIOTECN;TOTB
TOTVS S.A.;TOTVS;TOTS
TPE - TRANSMISSORA PARAISO DE ENERGIA S.A.;TPE - TRANS;TPEN
TPI - TRIUNFO PARTICIP. E INVEST. S.A.;TRIUNFO PART;TPIS
TRACK & FIELD CO S.A.;TRACK FIELD;TFCO
TRADEMASTER SERVIÇOS E PARTICIPAÇÕES;TRADEMASTER;TDSP
TRANSENERGIA RENOVÁVEL S.A.;TRANSENERGIA;TRER
TRANSENERGIA SÃO PAULO S.A.;TRANSSP;TESP
TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;TAESA;TAEE
TRANSMISSORA DE ENERGIA CAMPINAS-ITATIBA SPE S.A.;TRAMSITATIBA;TEGT
TRANSMISSORA JOSE MARIA DE MACEDO DE ELETRICIDADE;TJMM;TJMM
TRANSMISSORA MATOGROSSENSE DE ENERGIA S.A. TME;TME S/A;TMES
TRANSMISSORA SERTANEJA DE ELETRICIDADE S.A;SERTANEJA;SERJ
TRANSMISSORA SUL BRASILEIRA DE ENERGIA S.A.;SULBRASILEIR;TSBE
TRANSMISSORA SUL LITORANEA DE ENERGIA S/A - TSLE;SULLITORANEA;TSLE
TRANSPORTADORA ASSOCIADA DE GAS S.A. - TAG;TAG S/A;TSSG
TRAPEZIO S.A.;TRAPEZIO;TRPZ
TRAVESSIA E DELTA SEC. DE CREDITOS MERCANTIS S.A.;TRAVDELTASEC;DETR
TRAVESSIA SEC. DE CRED. MERCANTIS VII S.A.;TRAVESSIAVII;TVII
TRAVESSIA SEC. DE CRÉDITOS FINAN. XXV S.A;TRAVSECXXV;TXXV
TRAVESSIA SEC. DE CREDITOS FINANCEIROS XI S.A.;TRAVESSIA XI;TVSS
TRAVESSIA SEC. DE CRÉDITOS FINANCEIROS XXI;TRASECFINANC;TXXI
TRAVESSIA SEC. DE CRÉDITOS MERCANTIS VI SA;TRAVSECVISA;TMER
TRAVESSIA SECURITIZ. CRED. FINANC. IX S.A.;TRAVESSIA IX;TRIX
TRAVESSIA SECURITIZADORA DE CRED FINANC VIII S/A;TRAVSEC VIII;TVSE
TRAVESSIA SECURITIZADORA DE CRED FINANC XXVII S.A.;TRAVESSXXVII;TVFI
TRAVESSIA SECURITIZADORA DE CREDITOS FINANC II;TRAVESSIA II;TSCF
TRAVESSIA SECURITIZADORA DE CREDITOS FINANC III;TRAVE III;TVSA
TRAVESSIA SECURITIZADORA DE CREDITOS FINANC IV;TRAVE IV;TVIV
TRAVESSIA SECURITIZADORA DE CREDITOS FINANC V;TRAVE V;TVSV
TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS I;TRAVESSIA I;TRVA
TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS X;TRAVESSIA SE;TMPT
TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS X;TRAVESSIA X;TVSX
TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS X;TRAVESSIAXII;TVSC
TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS X;TRAVESSIASEC;TVXV
TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS X;TRAVESSISECU;TXVI
TRÊS TENTOS AGROINDUSTRIAL S/A;3TENTOS;TTEN
TREVISA INVESTIMENTOS S.A.;TREVISA;LUXM
TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;TRIANGULOSOL;TRIA
TRISUL S.A.;TRISUL;TRIS
TRONOX PIGMENTOS DO BRASIL S.A.;CRISTAL;CRPG
TROPICÁLIA TRANSMISSORA DE ENERGIA S/A;TROPICALIA;TRPI
TRSP - TERMINAL DE REGASEIFICAÇÃO DE GNL DE SÃO PA;TRSP - TERMI;TRRG
TRUE SECURITIZADORA S.A.;TRUESEC;APCS
TRX HOLDING INVESTIMENTOS E PARTICIPACOES S.A.;TRX;TRXH
TSM - TRANSMISSORA SERRA DA MANTIQUEIRA S/A;TSM S/A;TSMM
TUBARAO SANEAMENTO S.A.;TUBARAO S/A;TUBS
TUCANO HOLDINGS III S.A;TUCANOHOLDIN;TNHL
TULIP ITAGUAI HOTELARIA SPE SA.;TULIP;TLIP
TUPER S.A.;TUPER;TUPR
TUPY S.A.;TUPY;TUPY
TVV TERMINAL DE VILA VELHA S.A.;TVVTERMINALV;TVVH
TYPUS 43 EMPREENDIMENTOS IMOBILIARIOS S.A.;TYPUS43;TYPS
UBY AGROQUIMICA S.A..;UBY AGROQUIM;UBYA
UEM MINERACAO E CONSTRUCAO S.A.;UEMMINERACAO;UMMC
UHE SÃO SIMÃO ENERGIA S.A.;UHE S SIMAO;UHSM
ULTRAFERTIL S/A.;ULTRAFERTIL;ULFT
ULTRAPAR PARTICIPACOES S.A.;ULTRAPAR;UGPA
UNIAO DE LOJAS LEADER S.A.;LOJASLEADER;LLDR
UNIAO QUIMICA FARMACEUTICA NACIONAL S.A.;UNIAOQUIMICA;UQFN
UNICASA INDÚSTRIA DE MÓVEIS S.A.;UNICASA;UCAS
UNICOBA DA AMAZONIA S/A;UNICOBA AM;UNAZ
UNICOBA INd. DE COMPONENTES ELETRONICOS E INF. S/A;UNICOBA IND;COBA
UNIDAS S.A.;UNIDAS;UNID
UNIFIQUE TELECOMUNICAÇÕES S.A.;UNIFIQUE;FIQE
UNIMED RIO PARTICIPACOES E INVESTIMENTOS S.A.;UNIMEDRIOPAR;UNRP
UNIPAR CARBOCLORO S.A.;UNIPAR;UNIP
UNITY PARTICIPACOES S/A;UNITY PARTIC;UNTY
UNYLEYA EDITORA E CURSOS S/A;UNYLEYA;UNYL
UPTICK PARTICIPACOES S.A.;UPTICK;UPKP
URBA DESENVOLVIMENTO URBANO S/A;URBAMAIS;URBS
USINA DE ENERGIA EOLICA JUNCO II S.A.;EOLICAJUNCOI;UNEJ
USINA ACUCAREIRA ESTER S/A;USINAESTER;ESTE
USINA AÇUCAREIRA S. MANOEL S.A.;USINASMANOEL;UASM
USINA BATATAIS S.A. AÇÚCAR E ÁLCOOL;USINA BATATA;UBAT
USINA CAETE S.A.;CAETE;USCA
Usina Cerradao S.A.;USINACERRADA;USCR
USINA DE ENERGIA EOLICA CAICARA I S.A.;CAICARAI;UEEC
USINA DE ENERGIA EOLICA CAICARA II S.A.;CAICARAII;USEC
USINA DE ENERGIA EOLICA JUNCO I S.A.;JUNCOI;UEEJ
USINA DE ENERGIA FOTOVOLTAICA DE COROMANDEL S.A.;COROMANDELSA;CRMD
USINA JEQUITIBÁ SPE S.A.;USINAJEQUITI;USJB
USINA SANTA ADELIA S.A.;USANTAADELIA;USAS
Usina Santo Antonio S/A;USINASANTOAN;USST
USINAS SID DE MINAS GERAIS S.A.-USIMINAS;USIMINAS;USIM
USS SOLUCOES GERENCIADAS S.A.;USSGERENCIAD;USSG
UTC PARTICIPACOES S/A;UTCPARTICIP;UTCP
UTE GNA I GERAÇÃO DE ENERGIA S.A.;UTE GNA I GE;UNEG
UTE GNA II GERACAO DE ENERGIA S.A.;UTE GNA II;UTEG
V2I ENERGIA S.A.;V2IENERGIASA;VDIE
VALE DO TIJUCO ACUCAR E ALCOOL S/A;VALEDOTIJUCO;VTIJ
VALE S.A.;VALE;VALE
VALEPAR S/A;VALEPAR;VLPR
VALGROUP RJ INDUSTRIA DE EMBALAGENS RIGIDAS LTDA;VALGROUPRJIN;VALG
VALID SOLUÇÕES S.A.;VALID;VLID
VAMOS LOCAÇÃO DE CAMINHÕES. MÁQUINAS E EQUIP. S.A.;VAMOS;VAMO
VANECK GOLD MINERS ETF;VE GOLD ETF;GDXB
VANECK MORNINGSTAR WIDE MOAT ETF;VE MOAT ETF;MOTB
VANECK STEEL ETF;VE STEEL ETF;SLXB
VANECK SOCIAL SENTIMENT ETF;VE BUZZ ETF;BUZZ
VD COMÉRCIO DE VEÍCULOS LTDA;VD COMERCIO;VDCV
VDB F2 GERACAO DE ENERGIA S.A.;VDBF2;VDBF
VDB F3 GERAÇÃO DE ENERGIA S.A.;VDB F3 GERAÇ;VDBG
VDQ HOLDINGS S.A.;VDQHOLDINGS;VDQH
VENETO ENERGETICA S/A;VENETO ENERG;VENS
VENTOS DE SAO VICENTE ENERGIAS RENOVAVEIS S.A.;VENTOSVICENT;VTSS
VENTOS DE SANTA ALBERTINA ENERGIAS RENOVAVEIS S.A.;VENTOSSTAALB;VTAE
VENTOS DE SANTA JACINTA ENERGIAS RENOVÁVEIS S.A.;SANTAJACINTA;VSJE
VENTOS DE SANTA JUSTINA ENERGIAS RENOVÁVEIS S.A.;SANTAJUSTINA;SJTN
VENTOS DE SANTA LUIZA ENERGIAS RENOVAVEIS S.A.;VENTOSSTALUI;VSLZ
VENTOS DE SANTO AFONSO ENERGIAS RENOVAVEIS S.A.;VENTOSSTOAFO;VTER
VENTOS DE SANTO AGOSTINHO ENERGIAS RENOVAVEIS S.A.;SANTOAGOSTIN;VTAR
VENTOS DE SANTO ELOY HOLDING S.A.;VENTOSS ELOY;ELOY
VENTOS DE SANTO ESTEVAO HOLDING S/A;VENTOSSTOEST;VSEH
VENTOS DE SANTO URIEL S.A.;VENTOS;VSUR
VENTOS DE SAO ADEODATO ENERGIAS RENOVAVEIS S.A.;SAOADEODATO;VTEN
VENTOS DE SAO BENTO HOLDING S/A;VENTOSSBENTO;VSBT
VENTOS DE SAO CASIMIRO ENERGIAS RENOVAVEIS S.A.;VENTOSCASIMI;VTCE
VENTOS DE SAO CLEMENTE HOLDING S.A.;SAOCLEMENTE;VSCL
VENTOS DE SAO GALVAO HOLDING S.A.;VENTOS SGALV;GVAO
VENTOS DE SAO JOAO XXIII ENERGIAS RENOVAVEIS S.A.;SAOJOAOXXIII;VSJX
VENTOS DE SÃO JOAQUIM ENERGIAS RENOVÁVEIS S.A.;V SAOJOAQUIM;SJQM
VENTOS DE SAO JORGE HOLDING S.A.;VENTOSSJH;VSJH
VENTOS DE SÃO JULIO I ENERGIAS RENOVAVEIS S.A.;SAO JULIO I;VSJI
VENTOS DE SAO LUCIO I ENERGIAS RENOVAVEIS S.A;VENTOSDESAOL;VSLE
VENTOS DE SAO TITO HOLDING S/A;VENTOSSAOTIT;VNTT
VENTOS DE SAO TOME HOLDING S.A.;VENTOSSAOTOM;VSTH
VENTOS DE SAO VINICIUS ENERGIAS RENOVAVEIS S.A.;SAOVINICIUS;VTVE
VENTOS DOS GUARAS I ENERGIAS RENOVAVEIS S.A;VENTOSRENOV;VGRA
VENTOS POTIGUARES COMERCIALIZADORA DE ENERGIA S/A;VENTOS POTIG;VPCE
VERDE 08 ENERGIA S.A.;VERDE08ENERG;VDEN
VEREDAS TRANSMISSORA DE ELETRICIDADE S/A;VEREDAS;VRDS
VERO S.A.;VERO S.A.;VERO
VERT COMPANHIA SECURITIZADORA;VERTCIASEC;VERT
VERT-9 CIA SECURITIZADORA DE CREDITOS FINANCEIROS;VERT-9CIASEC;9VRT
VERT-ADIANTE COMPANHIA SECURITIZADORA DE CREDITOS;VERTADIANTEC;VACS
VERT-ADIANTE II CIA SEC. DE CREDITOS COMERCIAIS;VERT-ADIANTE;VEII
VERT-KOIN COMPANHIA SECURITIZADORA DE CREDITOS FIN;VERT-KOINCOM;KOIN
VERT-MONEY MONEY COMP. SEC. DE CREDITOS FINANCEIRO;VERTMONEYFIN;MONY
VERZANI & SANDRINI S.A;VERZANI & SA;VZSN
VIA BRASIL MT 246 CONCESSIONARIA DE RODOVIAS S.A.;VIABRASILMT2;VBMT
VIA BRASIL MT 320 CONCESSIONARIA DE RODOVIAS S/A;VIA BR MT320;VIMT
VIA S.A;VIA;VIIA
VIAÇÃO ÁGUIA BRANCA S.A.;VIACAOAGUIAB;VABC
VIACAO PIRACICABANA S.A;PIRACICABANA;VPRC
VIADUTO SOLUÇÕES LOGÍSTICAS S.A.;VIADUTO LOG;VIAD
VIBRA ENERGIA S.A.;VIBRA;VBBR
VIDROPORTO S.A.;VIDROPORTO;VIDR
VIDROS DA GLORIA PARTICIPACOES;VIDROSGLORIA;MENG
VIGOR ALIMENTOS S.A.;VIGOR FOOD;VIGR
VILA LEOPOLDINA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;VILA LEOPOLD;VLLP
VILA PIAUI 1 EMPREENDIMENTOS E PARTICIPACOES S.A.;VILA PIAUI 1;VP1E
VILA PIAUI 2 EMPREENDIMENTOS E PARTICIPACOES S.A.;VILA PIAUI 2;VP2E
VILA PIAUI 3 EMPREENDIMENTOS E PARTICIPACOES S/A;VILA PIAUI 3;VPI3
VILA REAL ENERGIA S.A.;VILAREAL;VLRL
VILA RIO GRANDE DO NORTE 1 EMPREENDIMENTOS E PARTI;VILA RN 1;VNR1
VILA RIO GRANDE DO NORTE 2 EMPR E PART S/A;VILA RN 2;VNR2
VILA SERGIPE 1 EMPREENDIMENTOS E PARTICIPACOES S/A;VILASERGIPE1;VSG2
VILA SERGIPE 2 EMPREENDIMENTOS E PARTICIPACOES S/A;VILASERGIPE2;VSP2
VILA SERGIPE 3 EMPREENDIMENTOS E PARTICIPACOES S/A;VILASERGIPE3;VLS3
VILA VELHA S.A. ADMINISTRACAO E PARTICIPACOES;VILAVELHAADM;VVLH
VIRGO II COMPANHIA DE SECURITIZACAO;CIBRASEC;CBSC
VISION FRANCISCO SÁ SPE S.A.;VISION F SA;VSPE
VISION ITAOBIM SPE S.A.;VISION ITAOB;VSIT
VISION SECURITIZADORA S.A.;VISION SEC;VSON
VITA PARTICIPAÇÕES S.A.;VITAPARTICIP;VITP
VITACON PARTICIPACOES S.A.;VITACONPART;VCON
VITAL ENGENHARIA AMBIENTAL SA;VITALENG;VTEG
VITRU BRASIL EMPREEND. PARTICIP. E COMERCIO S.A.;VIRTUBREPCOM;VTBE
VITTIA FERTILIZANTES E BIOLOGICOS S.A.;VITTIA;VITT
VIVARA PARTICIPAÇOES S.A;VIVARA S.A.;VIVA
VIVER INCORPORADORA E CONSTRUTORA S.A.;VIVER;VIVR
VLI MULTIMODAL S.A.;VLI;VLIM
VLI OPERACOES PORTUARIAS S/A;VLIOPEPORTU;VLIO
VOGEL SOLUCOES EM TELECOMUNICACOES E INFORMATICA S;VOGELSOLUCOE;VOGL
VOLTALIA SAO MIGUEL DO GOSTOSO PARTICIPACOES S.A;SAOMIGUEL;VTLA
VOLTALIA AREIA BRANCA I PARTICIPACOES S.A.;VOLTALIA;VOLT
VOTORANTIM CIMENTOS N/NE S.A.;VOTOCIMENTOS;VTCT
VOTORANTIM CIMENTOS S.A.;VOTCIMENTOS;VEBM
VOTORANTIM SIDERURGIA S.A.;VOTOSIDER;SDBM
VTRM ENERGIA PARTICIPACOES S.A;VTRMENERGIAP;VTEP
VULCABRAS S.A.;VULCABRAS;VULC
WAM BRASIL NEGOCIOS INTELIGENTES S.A.;WAM BRASIL;WMBR
WE TRUST IN SUSTAINABLE ENERGY - ENERGIA RENOVAVEL;WE TRUST;WETR
WEG S.A.;WEG;WEGE
WESTWING COMERCIO VAREJISTA S.A.;WESTWING;WEST
WETZEL S.A.;WETZEL S/A;MWET
WHIRLPOOL S.A.;WHIRLPOOL;WHRL
WILSON SONS HOLDINGS BRASIL S.A.;WILSON SONS;PORT
WINDEPAR HOLDING S. A.;WINDEPAR;WDPR
WINITY S.A.;WINITY S.A.;WNTY
WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.;WIZ S.A.;WIZS
WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;WLM IND COM;WLMM
WTORRE S.A.;WTORRE;WTSA
WW HOLDING S.A;WWHOLDING;WWHD
XINGU RIO TRANSMISSORA DE ENERGIA S.A.;XINGUENERGIA;XNGU
XMASSETO PARTICIPACOES S/A;XMASSETO;XMSS
XNICE PARTICIPACOES S.A.;XNICEPART;XNIC
XP COMERCIALIZADORA DE ENERGIA LTDA.;XPCOMERCIALI;XPEN
XP INC.;XP INC;XPBR
XP INVESTIMENTOS S.A.;XPINVESTIMEN;XPVS
YBYRÁ S.A.;YBYRA S/A;YBRA
YDUQS PARTICIPACOES S.A.;YDUQS PART;YDUQ
YUNY INCORPORADORA S/A;YUNY;YUNY
Z.A DIGITAL SP SIST. ESTACIONAMENTO ROTARIVO S.A.;Z.A DIGITAL;ZZDT
ZAMP S.A.;BK BRASIL;BKBR
ZATIX TECNOLOGIA S.A.;ZATIX TECNOL;ZTIX
ZEMA CIA. DE PETROLEO;ZEMA;ZMPT
ZION CAPITAL S.A.;ZIONCAPITAL;ZION
